CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,Tenure,UniqueProducts,AvgItemsPerOrder,SpendVolatility,AvgDaysBetweenPurchases,Churned,Churn_Probability
12346.0,236,1,77183.6,77183.6,74215,0,1,74215.0,0.0,0.0,1,0.9503083
12347.0,40,5,2790.86,22.50693548387097,1590,237,82,12.82258064516129,25.0425981852068,59.25,0,0.035909068
12348.0,159,3,1487.24,53.11571428571428,2124,109,22,75.85714285714286,46.0719184519298,54.5,0,0.18115552
12350.0,220,1,334.4,19.670588235294115,197,0,17,11.588235294117647,7.275538185065964,0.0,1,0.82588273
12352.0,172,5,1561.81,41.10026315789474,254,34,26,6.684210526315789,74.73218386568321,8.5,0,0.6095775
12353.0,114,1,89.0,22.25,20,0,4,5.0,12.215427404174878,0.0,1,0.6548626
12354.0,142,1,1079.4,18.610344827586207,530,0,58,9.137931034482758,8.679742086377074,0.0,1,0.7509047
12355.0,124,1,459.4,35.33846153846154,240,0,13,18.46153846153846,29.70352219466962,0.0,1,0.57446045
12356.0,156,2,2753.08,48.29964912280702,1586,80,53,27.82456140350877,49.29934558262094,80.0,0,0.29456684
12358.0,61,1,484.86,40.405,100,0,12,8.333333333333334,29.002461494281356,0.0,0,0.39332795
12359.0,100,3,3495.73,24.445664335664336,965,141,135,6.748251748251748,30.846354055778203,70.5,0,0.20898105
12360.0,23,2,1618.28,21.577066666666667,674,88,63,8.986666666666666,24.74255720868854,88.0,0,0.26078612
12361.0,197,1,189.9,18.990000000000002,91,0,10,9.1,3.280396317520186,0.0,1,0.7538514
12362.0,30,4,1747.35,16.64142857142857,988,175,89,9.40952380952381,6.8789427056236425,58.333333333333336,0,0.115766995
12363.0,20,2,552.0,24.0,408,132,23,17.73913043478261,15.751238912311859,132.0,1,0.6443382
12364.0,22,1,623.92,18.350588235294115,555,0,34,16.323529411764707,8.115940895126744,0.0,0,0.4897645
12365.0,201,2,641.38,29.153636363636362,174,0,22,7.909090909090909,65.1966351414414,0.0,1,0.8515481
12370.0,185,3,2806.41,20.189999999999998,1973,85,125,14.194244604316546,21.88285742939806,42.5,0,0.087305635
12372.0,123,2,914.9200000000001,23.45948717948718,592,83,32,15.179487179487179,15.886150530492367,83.0,0,0.2691574
12373.0,221,1,364.6,26.042857142857144,197,0,14,14.071428571428571,10.26028296848613,0.0,1,0.7501329
12375.0,8,1,230.3,20.936363636363637,87,0,11,7.909090909090909,10.557961235700077,0.0,0,0.27496523
12377.0,225,2,1628.12,21.144415584415583,944,39,72,12.25974025974026,15.531661592534688,39.0,1,0.5521475
12378.0,40,1,4008.62,18.30420091324201,2529,0,219,11.547945205479452,8.958342412809236,0.0,1,0.45170295
12379.0,80,1,459.84,22.991999999999997,211,0,20,10.55,15.942106312661778,0.0,0,0.4322366
12380.0,96,1,607.5500000000001,16.87638888888889,293,0,36,8.13888888888889,7.327545741058298,0.0,0,0.4280187
12381.0,30,1,1268.74,20.463548387096775,568,0,62,9.161290322580646,28.636919658552788,0.0,0,0.24199493
12383.0,95,5,1850.56,18.69252525252525,1532,167,84,15.474747474747474,12.680055152091024,41.75,1,0.23393255
12384.0,32,1,292.69,20.90642857142857,62,0,14,4.428571428571429,17.58775693361845,0.0,0,0.44378468
12386.0,248,2,401.9,40.19,354,29,10,35.4,22.821064830546362,29.0,1,0.645848
12388.0,58,4,1668.3400000000001,23.833428571428573,760,178,50,10.857142857142858,13.388454563942995,59.333333333333336,0,0.20363073
12393.0,156,3,1061.1000000000001,27.207692307692312,522,86,33,13.384615384615385,21.764869504189846,43.0,0,0.28470045
12394.0,127,1,381.08,18.146666666666665,182,0,21,8.666666666666666,7.236679717476333,0.0,0,0.6312142
12395.0,22,8,1899.57,19.787187499999998,1629,258,65,16.96875,13.540274871121573,36.857142857142854,0,0.024498979
12397.0,45,1,1214.81,17.35442857142857,704,0,70,10.057142857142857,12.387477622286553,0.0,0,0.284209
12399.0,29,4,1108.65,18.790677966101697,1178,142,47,19.966101694915253,10.491168020243927,47.333333333333336,1,0.4177641
12401.0,213,1,84.3,16.86,11,0,5,2.2,5.419340365764086,0.0,1,0.8683167
12402.0,233,1,225.6,20.509090909090908,94,0,11,8.545454545454545,7.2340105813379285,0.0,1,0.7129594
12405.0,59,1,1710.39,31.67388888888889,857,0,54,15.87037037037037,42.769103308331616,0.0,1,0.6045545
12406.0,94,1,1621.25,33.08673469387755,793,0,48,16.183673469387756,23.805787232988386,0.0,0,0.33789855
12407.0,44,4,1407.3600000000001,21.990000000000002,1237,130,50,19.328125,16.70905922897697,43.333333333333336,0,0.09545662
12408.0,9,4,2134.0499999999997,26.024999999999995,1044,161,67,12.731707317073171,22.79117228118416,53.666666666666664,0,0.1331137
12409.0,93,1,6207.08,96.985625,3142,0,64,49.09375,58.722641853631224,0.0,0,0.37113547
12410.0,219,2,693.3299999999999,26.666538461538458,211,0,26,8.115384615384615,28.210280245656218,0.0,1,0.756215
12412.0,48,2,890.74,19.794222222222224,599,31,34,13.311111111111112,12.52552765879798,31.0,0,0.20049876
12413.0,146,2,563.9,20.139285714285712,205,100,25,7.321428571428571,11.002645785706013,100.0,0,0.4736553
12414.0,127,3,562.41,31.244999999999997,300,93,16,16.666666666666668,18.57288607241275,46.5,1,0.5252536
12415.0,9,15,102087.88,170.14646666666667,66701,238,382,111.16833333333334,168.4104243217026,17.0,0,0.001961515
12417.0,17,7,2816.52,19.03054054054054,1229,250,132,8.304054054054054,11.56378658788054,41.666666666666664,0,0.009726091
12418.0,23,1,668.58,19.664117647058823,407,0,34,11.970588235294118,16.13403350302239,0.0,1,0.56987816
12421.0,25,3,628.56,17.459999999999997,407,204,25,11.305555555555555,12.349406926187648,102.0,0,0.25688484
12422.0,6,3,803.5600000000001,20.604102564102565,370,229,39,9.487179487179487,17.520070403299535,114.5,1,0.36836824
12423.0,11,7,1650.67,15.283981481481483,1136,252,86,10.518518518518519,8.041874977797924,42.0,0,0.029918902
12424.0,73,2,1760.96,58.69866666666667,740,0,30,24.666666666666668,62.474226064024606,0.0,1,0.7881978
12426.0,105,1,582.73,19.424333333333333,258,0,30,8.6,11.490219434096032,0.0,1,0.68788373
12427.0,282,1,303.5,30.35,79,0,10,7.9,21.578191150634787,0.0,0,0.47835383
12428.0,30,8,7548.12,27.054193548387097,3386,163,252,12.136200716845877,44.40245992576096,23.285714285714285,0,0.013821858
12429.0,83,3,2844.88,40.64114285714286,1045,193,62,14.928571428571429,38.08647002118926,96.5,0,0.08881852
12431.0,29,11,4874.57,26.349027027027024,2108,254,134,11.394594594594595,37.135847926526345,25.4,0,0.007963845
12432.0,80,3,4016.66,52.85078947368421,1427,1,75,18.776315789473685,82.40846169762193,0.5,0,0.38340732
12433.0,1,3,6395.23,28.04925438596491,5431,282,151,23.82017543859649,22.362047514597915,141.0,0,0.12243621
12434.0,170,1,286.25,17.890625,77,0,16,4.8125,8.774417715723363,0.0,0,0.47487983
12435.0,178,1,3978.9900000000002,209.4205263157895,879,0,19,46.26315789473684,143.1383736293771,0.0,0,0.36908334
12436.0,10,1,509.01,31.813125,211,0,16,13.1875,18.84557161731459,0.0,1,0.50172484
12437.0,8,11,2811.41,27.5628431372549,1797,232,63,17.61764705882353,22.692637458145615,23.2,0,0.011143026
12438.0,50,1,890.0699999999999,18.16469387755102,586,0,49,11.959183673469388,15.826934071128138,0.0,0,0.22953705
12441.0,277,1,173.55,15.77727272727273,121,0,11,11.0,4.004083143265363,0.0,1,0.7479723
12444.0,32,2,2627.27,25.021619047619048,650,49,96,6.190476190476191,28.2083663981713,49.0,0,0.24726965
12447.0,153,1,476.49,18.326538461538462,190,0,26,7.3076923076923075,7.176101973805942,0.0,1,0.7933822
12449.0,2,3,2724.58,20.640757575757576,1029,95,84,7.795454545454546,17.767133333844654,47.5,0,0.08505009
12450.0,66,2,197.88,24.735,128,17,7,16.0,18.193495698031363,17.0,1,0.77635336
12451.0,128,2,5307.82,27.219589743589744,4105,106,162,21.05128205128205,24.508466680028757,106.0,0,0.18111786
12453.0,44,1,707.09,16.443953488372095,473,0,43,11.0,5.037722056802528,0.0,1,0.5860396
12455.0,38,5,2176.36,30.652957746478876,1766,169,67,24.87323943661972,25.332756625950076,42.25,0,0.061272155
12456.0,41,2,2265.4,26.34186046511628,1073,123,77,12.476744186046512,37.75440759657786,123.0,0,0.33602542
12457.0,144,3,1067.25,42.69,397,5,23,15.88,47.02920856588311,2.5,0,0.4964802
12458.0,195,1,441.92,23.258947368421055,270,0,19,14.210526315789474,18.34920582439373,0.0,0,0.51334447
12461.0,4,2,826.88,23.62514285714286,287,60,35,8.2,32.83688746905623,60.0,1,0.55815405
12462.0,213,1,762.11,19.05275,287,0,40,7.175,24.35605542433613,0.0,0,0.66913414
12463.0,85,3,985.79,16.16049180327869,577,66,51,9.459016393442623,7.4449498378049315,33.0,0,0.19381858
12464.0,16,6,780.55,37.16904761904762,81,203,6,3.857142857142857,23.382479959311823,40.6,0,0.16139574
12465.0,79,1,440.94,16.959230769230768,294,0,26,11.307692307692308,6.927938754392636,0.0,0,0.52134216
12468.0,98,2,729.5400000000001,19.19842105263158,366,128,36,9.631578947368421,11.894366717135766,128.0,1,0.6959685
12471.0,17,19,11116.4,42.26768060836502,4352,257,108,16.547528517110266,69.0582620846857,14.277777777777779,0,0.0033019655
12472.0,49,5,4927.6,19.78955823293173,3088,230,180,12.401606425702811,15.179057311059935,57.5,0,0.015020905
12473.0,25,2,1186.25,18.25,878,77,60,13.507692307692308,13.79956011527179,77.0,0,0.20121993
12474.0,9,13,4362.06,17.66016194331984,2798,231,153,11.327935222672064,10.256354404208382,19.25,0,0.013370022
12476.0,51,6,3191.67,27.27923076923077,1132,220,91,9.675213675213675,27.574699334148686,44.0,0,0.13994652
12477.0,11,3,8834.03,44.392110552763825,2518,200,156,12.653266331658292,54.248433637191106,100.0,0,0.08541412
12480.0,53,3,2144.95,18.81535087719298,1096,192,97,9.614035087719298,13.717671645090553,96.0,0,0.12754282
12481.0,90,8,4101.76,26.125859872611468,2361,186,112,15.038216560509554,20.391609481270695,26.571428571428573,0,0.12149935
12483.0,9,6,1624.06,30.64264150943396,792,240,38,14.943396226415095,28.844292006388052,48.0,0,0.09798223
12484.0,11,4,3663.15,12.989893617021277,1859,235,222,6.592198581560283,16.967345788906258,78.33333333333333,0,0.103034295
12489.0,246,1,334.93,22.328666666666667,105,0,15,7.0,8.673208227200645,0.0,1,0.76414436
12490.0,3,6,3552.59,21.530848484848487,2010,236,102,12.181818181818182,12.622098961841207,47.2,0,0.04123767
12492.0,15,1,126.39000000000001,14.043333333333335,69,0,9,7.666666666666667,4.162289033692881,0.0,0,0.34769234
12493.0,76,2,433.74,19.715454545454545,207,31,20,9.409090909090908,5.7762227955256185,31.0,1,0.6005503
12494.0,72,5,868.86,17.036470588235293,364,204,42,7.137254901960785,7.233989998204148,51.0,0,0.118259124
12500.0,17,6,1773.8400000000001,55.432500000000005,1270,227,20,39.6875,64.00227374993244,45.4,0,0.15547305
12501.0,247,1,2169.39,14.559664429530201,1783,0,149,11.966442953020135,11.642558487285982,0.0,1,0.7906097
