CustomerID,Churn_Probability,CLV_90d,Revenue_at_Risk
12347.0,0.035909068,881.5115786704029,31.654259079678052
12348.0,0.18115552,255.37543074210188,46.262668363265206
12352.0,0.6095775,652.9844994692822,398.0446436924245
12356.0,0.29456684,185.873003794791,54.752023356759594
12358.0,0.39332795,600.3850106877263,236.14820632384718
12359.0,0.20898105,1755.519028115645,366.8702133736957
12360.0,0.26078612,812.3072550525981,211.83845414386425
12362.0,0.115766995,1349.8708253086534,156.2704886186259
12363.0,0.6443382,153.45622234638572,98.87770463616378
12364.0,0.4897645,491.7633484461171,240.84823616723256
12370.0,0.087305635,548.0916551401187,47.85149010741954
12372.0,0.2691574,334.5760341938293,90.05361870059284
12375.0,0.27496523,272.9604984982849,75.05464533614287
12377.0,0.5521475,272.32966970594106,150.36614839206013
12379.0,0.4322366,314.6357363655669,135.99708465141435
12380.0,0.4280187,1036.620005488403,443.692735901595
12381.0,0.24199493,372.56816608620784,90.15960812689134
12383.0,0.23393255,337.70351809840025,78.99984672730929
12384.0,0.44378468,302.9972299939211,134.4655299483946
12386.0,0.645848,61.53463549998117,39.74201980434337
12388.0,0.20363073,654.2451060810885,133.22440888372617
12393.0,0.28470045,337.5663781025122,96.10530085834655
12394.0,0.6312142,585.6251055714957,369.6548833625874
12395.0,0.024498979,617.8466469411817,15.136611799848932
12397.0,0.284209,1133.0650637451,322.027303415041
12399.0,0.4177641,304.2289432183012,127.09592988241916
12406.0,0.33789855,1348.2915209035343,455.58575315043765
12407.0,0.09545662,512.5666557799615,48.927881787865225
12408.0,0.1331137,760.8066585245799,101.27378714868205
12409.0,0.37113547,2694.45248154824,1000.006896892661
12412.0,0.20049876,419.80285453581206,84.16995167249229
12413.0,0.4736553,93.61856357758508,44.34293005767466
12414.0,0.5252536,146.89840645956423,77.15891593425111
12415.0,0.001961515,28889.228692755085,56.66665692856029
12417.0,0.009726091,817.7120710914224,7.953142250759372
12421.0,0.25688484,203.1517647597519,52.18660921803941
12422.0,0.36836824,195.02993756822045,71.84283450034391
12423.0,0.029918902,404.4896589446532,12.101886313200888
12427.0,0.47835383,160.2024177320106,76.63343980768231
12428.0,0.013821858,916.9488968060944,12.673937427840386
12429.0,0.08881852,683.595105130326,60.71590572715341
12431.0,0.007963845,1385.19238826756,11.031456886619125
12432.0,0.38340732,1009.9815798524634,387.2343353785765
12433.0,0.12243621,2831.978725031672,346.73674334664065
12434.0,0.47487983,294.943716124579,140.06282209006994
12435.0,0.36908334,2123.4993529831345,783.7482441692346
12437.0,0.011143026,1139.5480126011353,12.698013066736253
12438.0,0.22953705,1859.3321510712003,426.7856260309873
12444.0,0.24726965,1540.0694514390973,380.8124270459802
12449.0,0.08505009,1556.6292192147007,132.39145697695187
12450.0,0.77635336,78.09383507886855,60.628411198040645
12451.0,0.18111786,1772.3315758167537,321.0009065876063
12455.0,0.061272155,237.7077996601324,14.564869262792866
12456.0,0.33602542,947.3057055458836,318.3187945914276
12457.0,0.4964802,599.8576539205995,297.81744601913846
12458.0,0.51334447,266.179649238624,136.6418500811342
12461.0,0.55815405,174.50901431440676,97.40291249650622
12462.0,0.66913414,213.24787712347333,142.69143486896476
12463.0,0.19381858,393.67212780725447,76.30097440513863
12464.0,0.16139574,284.85185287767814,45.97387657948772
12465.0,0.52134216,243.33082143762272,126.85861563347646
12468.0,0.6959685,244.52567665671796,170.18217052662223
